target,kNN_graph,edge_metrics,fw_source,K,p,mu_used,RMSE_scaled,RelRMSE_scaled_pct,RMSE_orig,RelRMSE_orig_pct,R2,best_epoch,best_lr,source_file
BMD,15.0,l2,none,3200.0,1000000.0,1.7677669529663694e-18,0.3581723341161197,38.76663319692504,0.0695053043257047,6.504972158701219,0.848481848314307,88,0.009122513696999,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
BMD,15.0,l2,none,80.0,10.0,3.535533905932738e-05,0.3565011370771431,38.58575188243248,0.0691810095870024,6.474621550687386,0.8498924873852429,106,0.0095186998443402,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K80_p10.0_mu3.54e-05.csv
BMD,15.0,l2,none,40.0,10.0,5e-05,0.38314641833952,41.46969278668049,0.074351656420121,6.958540210107947,0.8266155560845831,28,0.0078997831519332,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K40_p10.0_mu5e-05.csv
BMD,15.0,l2,none,100.0,100.0,1.0000000000000001e-07,0.3716390419382849,40.22419670137703,0.0721185959599618,6.749549022126629,0.8368739750972735,9,0.007742955680935,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K100_p100.0_mu1e-07.csv
BMD,15.0,l2,none,15.0,3.0,0.0081649658092772,0.3972861025514611,43.0000956099956,0.0770955326177397,7.21533842782083,0.8135822180826946,10,0.0077472740168893,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K15_p3.0_mu0.00816.csv
BMD,15.0,l2,none,10.0,2.0,0.02,0.3565402409263531,38.58998427124233,0.0691885860387379,6.475330627614379,0.8498595556335599,38,0.008041467058907,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K10_p2.0_mu0.02.csv
BMD,35.0,l2,none,15.0,3.0,0.0081649658092772,0.3514704324478623,38.04125566508316,0.0682047608981845,6.383254847061855,0.8540990293570281,52,0.0082969208501282,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K15_p3.0_mu0.00816.csv
BMD,35.0,l2,none,5.0,2.0,0.0282842712474619,0.3842873627747591,41.59318243176472,0.0745730681856927,6.979262043997107,0.8255814002266277,69,0.008671485117228,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K5_p2.0_mu0.0283.csv
BMD,35.0,l2,none,400.0,10000.0,5e-13,0.3830611273076856,41.46046134742299,0.0743351053876048,6.956991205945456,0.8266927406356953,47,0.0081989226111178,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K400_p10000.0_mu5e-13.csv
BMD,35.0,l2,none,3200.0,1000000.0,1.7677669529663694e-18,0.3645185204012951,39.45351002264042,0.0707368142323686,6.620228652198088,0.843065008851747,46,0.0081801699963272,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
BMD,35.0,l2,none,40.0,10.0,5e-05,0.375190860718386,40.608626325652494,0.0728078400249713,6.8140550838859895,0.8337410278127991,62,0.0085109993808483,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K40_p10.0_mu5e-05.csv
BMD,35.0,l2,none,80.0,10.0,3.535533905932738e-05,0.3741903027826669,40.50033135479157,0.0726136708539417,6.795882872946418,0.834626603333052,10,0.0077472740168893,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K80_p10.0_mu3.54e-05.csv
BMD,35.0,l2,none,800.0,10000.0,3.5355339059327374e-13,0.3796802636960472,41.09453498450427,0.0736790361129097,6.895589958839596,0.8297384296392543,37,0.008025638531605,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K800_p10000.0_mu3.54e-13.csv
BMD,35.0,l2,none,10.0,3.0,0.01,0.3731676212032834,40.38964184058594,0.0724152184362733,6.777309794757872,0.8355293162705097,73,0.0087656872931931,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K10_p3.0_mu0.01.csv
BMD,35.0,l2,none,200.0,100.0,7.071067811865477e-08,0.3858893571367363,41.76657362337522,0.0748839434312111,7.008356727295674,0.8241241572862141,46,0.0081801699963272,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K200_p100.0_mu7.07e-08.csv
BMD,35.0,l2,none,100.0,100.0,1.0000000000000001e-07,0.3736682204685766,40.44382399327554,0.0725123598159408,6.786401215568487,0.8350877499412829,31,0.007938309404863,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K100_p100.0_mu1e-07.csv
